fi:s00014858	fi:s00015628
fi:s00015097	fi:s00015808
fi:s00015247	fi:s00015960
fi:s00015480	fi:s00016128
fi:s00015589	fi:s00016237
fi:s00015720	fi:s00016389
fi:s00015854	fi:s00016548
fi:s00016005	fi:s00016684
fi:s00016135	fi:s00016816
fi:s00016247	fi:s00016930
fi:s00016350	fi:s00017031
fi:s00016532	fi:s00017208
fi:s00016647	fi:s00017301
fi:a00016756	fi:a00017493
fi:s00017024	fi:s00017846
fi:s00017186	fi:s00017997
fi:a00017352	fi:a00018164
fi:s00017509	fi:s00018327
fi:a00017688	fi:a00018521
fi:a00017782	fi:a00018631
fi:s00018069	fi:s00018938
fi:s00018222	fi:s00019059
fi:s00018435	fi:s00019251
fi:a00018584	fi:a00019400
fi:s00018850	fi:s00019645
fi:a00019131	fi:a00019908
fi:s00019349	fi:s00020128
fi:s00019505	fi:s00020259
fi:s00019731	fi:s00020600
fi:a00019874	fi:a00020824
fi:s00020103	fi:s00021074
fi:s00020241	fi:s00021180
fi:s00020410	fi:s00021305
fi:s00020647	fi:s00021497
fi:a00020787	fi:a00021604
fi:s00021110	fi:s00021923
fi:a00021403	fi:a00022226
fi:s00021592	fi:s00022418
fi:a00021766	fi:a00022594
fi:s00022219	fi:s00023220
fi:s00022437	fi:s00023432
fi:s00022680	fi:s00023679
fi:s00022852	fi:s00023835
fi:s00022962	fi:s00023945
fi:s00023120	fi:s00024128
fi:s00023278	fi:s00024251
fi:a00023383	fi:a00024363
fi:s00023655	fi:s00024776
fi:s00023854	fi:s00025002
fi:s00024139	fi:s00025266
fi:s00024241	fi:s00025372
fi:a00024417	fi:a00025598
fi:s00024619	fi:s00025798
fi:a00024834	fi:a00026058
fi:s00024996	fi:s00026218
fi:s00025138	fi:s00026368
fi:a00025238	fi:a00026472
fi:s00025470	fi:s00026721
fi:s00025633	fi:s00026885
fi:a00025728	fi:a00026983
fi:s00026051	fi:s00027346
fi:s00026168	fi:s00027457
fi:s00026294	fi:s00027600
fi:s00026388	fi:s00027715
fi:a00026515	fi:a00027845
fi:a00026706	fi:a00028059
fi:s00026895	fi:s00028258
fi:a00027074	fi:a00028395
fi:a00027247	fi:a00028578
fi:s00027599	fi:s00028947
fi:s00027833	fi:s00029172
fi:s00028008	fi:s00029344
fi:s00028181	fi:s00029517
fi:s00028280	fi:s00029618
fi:s00028471	fi:s00029820
fi:a00028672	fi:a00030033
fi:s00028867	fi:s00030256
fi:s00028984	fi:s00030353
fi:s00029108	fi:s00030478
fi:s00029216	fi:s00030598
fi:a00029343	fi:a00030711
fi:s00029769	fi:s00031260
fi:s00029933	fi:s00031399
fi:s00030508	fi:s00031979
fi:s00030701	fi:s00032159
fi:s00030798	fi:s00032257
fi:s00031138	fi:s00032590
fi:s00031384	fi:s00032834
fi:a00031533	fi:a00033028
fi:a00031674	fi:a00033232
fi:a00031824	fi:a00033387
fi:a00031974	fi:a00033549
fi:s00032358	fi:s00033897
fi:s00032497	fi:s00034110
fi:s00032733	fi:s00034357
fi:s00033077	fi:s00034710
fi:s00033206	fi:s00034841
fi:s00033359	fi:s00034983
fi:s00033475	fi:s00035127
fi:a00033574	fi:a00035233
fi:s00033886	fi:s00035527
fi:s00034032	fi:s00035670
fi:s00034232	fi:s00035833
fi:s00034322	fi:s00035943
fi:s00034572	fi:s00036164
fi:a00034710	fi:a00036309
fi:s00034924	fi:s00036557
fi:a00035074	fi:a00036728
fi:s00035254	fi:s00036926
fi:s00035368	fi:s00037074
fi:a00035465	fi:a00037182
fi:s00035779	fi:s00037489
fi:s00035868	fi:s00037579
fi:s00035978	fi:s00037701
fi:s00036163	fi:s00037900
fi:s00036254	fi:s00037990
fi:s00036346	fi:s00038108
fi:a00036481	fi:a00038267
fi:s00036763	fi:s00038543
fi:s00036879	fi:s00038663
fi:s00036998	fi:s00038786
fi:s00037188	fi:s00038995
fi:s00037341	fi:s00039143
fi:a00037457	fi:a00039260
fi:s00037653	fi:s00039442
fi:a00037757	fi:a00039561
fi:s00037985	fi:s00039793
fi:s00038119	fi:s00039949
fi:s00038260	fi:s00040092
fi:s00038462	fi:s00040296
fi:s00038623	fi:s00040470
fi:a00038750	fi:a00040594
fi:s00039122	fi:s00040933
fi:s00039259	fi:s00041061
fi:s00039394	fi:s00041206
fi:a00039592	fi:a00041420
fi:s00039929	fi:s00041726
fi:s00040058	fi:s00041862
fi:a00040325	fi:a00042119
fi:s00040534	fi:s00042293
fi:a00040685	fi:a00042428
fi:s00040909	fi:s00042607
fi:a00041051	fi:a00042697
fi:s00041202	fi:s00042849
fi:a00041361	fi:a00042994
fi:s00041488	fi:s00043122
fi:a00041618	fi:a00043257
fi:a00041841	fi:a00043527
fi:a00042037	fi:a00043745
fi:a00042228	fi:a00043958
fi:a00042457	fi:a00044280
fi:s00042692	fi:s00044524
fi:s00042837	fi:s00044669
fi:s00042982	fi:s00044801
fi:a00043125	fi:a00044946
fi:s00043231	fi:s00045071
fi:a00043411	fi:a00045223
fi:a00043615	fi:a00045413
fi:a00043765	fi:a00045567
fi:s00044132	fi:s00045916
fi:a00044353	fi:a00046138
fi:s00044608	fi:s00046383
fi:a00044760	fi:a00046537
fi:s00044987	fi:s00046797
fi:a00045123	fi:a00046933
fi:s00045356	fi:s00047186
fi:a00045561	fi:a00047373
fi:s00045735	fi:s00047557
fi:s00045888	fi:s00047712
fi:a00046014	fi:a00047839
fi:a00046109	fi:a00048007
fi:s00046339	fi:s00048397
fi:s00046471	fi:s00048525
fi:s00046558	fi:s00048649
fi:a00046673	fi:a00048745
fi:s00046792	fi:s00048947
fi:s00046955	fi:s00049108
fi:a00047029	fi:a00049185
fi:s00047243	fi:s00049403
fi:s00047406	fi:s00049610
fi:a00047566	fi:a00049804
fi:s00047653	fi:s00049906
fi:a00047786	fi:a00050075
fi:a00047954	fi:a00050324
fi:a00048129	fi:a00050549
fi:s00048460	fi:s00050915
fi:s00048706	fi:s00051139
fi:s00048858	fi:s00051310
fi:s00049016	fi:s00051466
fi:s00049266	fi:s00051702
fi:s00049469	fi:s00051888
fi:s00049683	fi:s00052122
fi:s00049879	fi:s00052295
fi:a00050083	fi:a00052465
fi:s00050260	fi:s00052659
fi:s00050446	fi:s00052857
fi:a00050641	fi:a00053049
fi:s00050799	fi:s00053285
fi:a00050947	fi:a00053436
fi:a00051045	fi:a00053567
fi:s00051373	fi:s00053999
fi:s00051571	fi:s00054239
fi:a00051696	fi:a00054347
fi:s00052012	fi:s00054757
fi:s00052246	fi:s00055004
fi:s00052431	fi:s00055171
fi:a00052672	fi:a00055459
fi:s00053032	fi:s00055879
fi:s00053154	fi:s00056019
fi:s00053248	fi:s00056170
fi:s00053384	fi:s00056310
fi:s00053564	fi:s00056440
fi:s00053691	fi:s00056532
fi:s00054109	fi:s00056700
fi:s00054201	fi:s00056803
fi:s00054278	fi:s00056884
fi:s00054364	fi:s00056993
fi:s00054541	fi:s00057138
fi:s00054667	fi:s00057274
fi:s00054804	fi:s00057409
fi:a00054908	fi:a00057506
fi:s00055041	fi:s00057680
fi:s00055142	fi:s00057781
fi:s00055256	fi:s00057864
fi:a00055340	fi:a00057952
fi:a00055539	fi:a00058252
fi:a00055765	fi:a00058522
fi:a00055906	fi:a00058720
fi:a00056002	fi:a00058855
fi:s00056660	fi:s00059517
fi:s00056849	fi:s00059694
fi:s00056943	fi:s00059803
fi:s00057149	fi:s00060009
fi:s00057390	fi:s00060254
fi:s00057490	fi:s00060357
fi:s00057566	fi:s00060475
fi:s00057737	fi:s00060633
fi:s00057881	fi:s00060732
fi:s00057992	fi:s00060877
fi:s00058280	fi:s00061163
fi:s00058379	fi:s00061286
fi:s00058554	fi:s00061479
fi:s00058696	fi:s00061650
fi:s00058822	fi:s00061795
fi:s00058929	fi:s00061923
fi:s00059028	fi:s00062026
fi:s00059131	fi:s00062139
fi:s00059201	fi:s00062222
fi:s00059326	fi:s00062345
fi:s00059491	fi:s00062550
fi:s00059669	fi:s00062732
fi:s00059782	fi:s00062834
fi:s00059965	fi:s00063021
fi:s00060053	fi:s00063125
fi:s00060151	fi:s00063219
fi:s00060294	fi:s00063360
fi:a00060397	fi:a00063473
fi:s00060605	fi:s00063672
fi:s00060875	fi:s00063912
fi:a00060969	fi:a00064006
fi:a00061088	fi:a00064126
fi:a00061262	fi:a00064319
fi:s00061664	fi:s00064818
fi:s00061885	fi:s00065058
fi:s00062152	fi:s00065329
fi:s00062367	fi:s00065530
fi:s00062626	fi:s00065799
fi:s00062740	fi:s00065915
fi:s00063087	fi:s00066245
fi:a00063277	fi:a00066470
fi:s00063563	fi:s00066792
fi:s00063953	fi:s00067202
fi:s00064176	fi:s00067411
fi:s00064365	fi:s00067625
fi:a00064479	fi:a00067742
fi:s00064787	fi:s00068062
fi:s00065064	fi:s00068398
fi:s00065184	fi:s00068529
fi:a00065488	fi:a00068786
fi:s00065667	fi:s00068961
fi:a00065791	fi:a00069091
fi:s00066146	fi:s00069497
fi:s00066565	fi:s00069831
fi:s00066703	fi:s00069976
fi:a00066800	fi:a00070073
fi:s00066933	fi:s00070215
fi:a00067038	fi:a00070327
fi:s00067379	fi:s00070699
fi:s00067638	fi:s00071031
fi:a00067767	fi:a00071158
fi:a00067966	fi:a00071378
fi:s00068180	fi:s00071608
fi:a00068278	fi:a00071724
fi:a00068566	fi:a00072049
fi:s00068738	fi:s00072260
fi:s00068883	fi:s00072409
fi:a00069060	fi:a00072586
fi:a00069217	fi:a00072767
fi:a00069427	fi:a00072997
fi:a00069531	fi:a00073103
fi:s00069948	fi:s00073466
fi:s00070111	fi:s00073633
fi:s00070288	fi:s00073795
fi:s00070427	fi:s00073922
fi:a00070583	fi:a00074066
fi:s00070839	fi:s00074312
fi:a00070939	fi:a00074432
fi:s00071142	fi:s00074646
fi:s00071242	fi:s00074745
fi:s00071427	fi:s00074980
fi:s00071559	fi:s00075113
fi:s00071739	fi:s00075283
fi:s00071897	fi:s00075460
fi:a00071992	fi:a00075567
fi:s00072281	fi:s00075872
fi:s00072436	fi:s00076028
fi:s00072673	fi:s00076263
fi:s00072790	fi:s00076387
fi:a00073048	fi:a00076629
fi:s00073358	fi:s00076994
fi:s00073465	fi:s00077112
fi:s00073761	fi:s00077465
fi:s00073935	fi:s00077643
fi:s00074094	fi:s00077786
fi:s00074216	fi:s00077911
fi:a00074346	fi:a00078046
fi:s00074594	fi:s00078362
fi:s00074741	fi:s00078554
fi:s00074867	fi:s00078678
fi:s00075019	fi:s00078832
fi:a00075135	fi:a00078946
fi:s00075389	fi:s00079149
fi:a00075515	fi:a00079289
fi:s00075737	fi:s00079477
fi:a00075952	fi:a00079617
fi:s00076127	fi:s00079812
fi:a00076341	fi:a00080028
fi:s00076580	fi:s00080260
fi:s00076739	fi:s00080412
fi:a00076921	fi:a00080572
fi:s00077059	fi:s00080987
fi:s00077196	fi:s00081162
fi:s00077354	fi:s00081319
fi:a00077449	fi:a00081426
fi:a00077645	fi:a00081813
fi:s00078329	fi:s00082551
fi:s00078463	fi:s00082750
fi:s00078576	fi:s00082886
fi:s00078705	fi:s00083016
fi:s00078851	fi:s00083213
fi:s00078942	fi:s00083324
fi:s00079069	fi:s00083452
fi:s00079262	fi:s00083721
fi:s00079356	fi:s00083833
fi:s00079485	fi:s00083963
fi:s00079629	fi:s00084191
fi:s00079786	fi:s00084370
fi:s00079896	fi:s00084511
fi:s00080098	fi:s00084719
fi:s00080213	fi:s00084830
fi:s00080357	fi:s00084975
fi:s00080698	fi:s00085334
fi:s00080861	fi:s00085504
fi:s00080981	fi:s00085664
fi:s00081087	fi:s00085750
fi:s00081234	fi:s00085881
fi:s00081417	fi:s00086091
fi:s00081513	fi:s00086208
fi:a00081671	fi:a00086392
fi:s00081930	fi:s00086654
fi:s00082034	fi:s00086756
fi:s00082160	fi:s00086834
fi:a00082241	fi:a00086909
fi:s00082766	fi:s00087485
fi:s00083003	fi:s00087766
fi:s00083296	fi:s00088030
fi:s00083478	fi:s00088229
fi:s00083749	fi:s00088505
fi:s00083876	fi:s00088648
fi:s00084022	fi:s00088776
fi:s00084353	fi:s00089039
fi:s00084661	fi:s00089336
fi:s00084795	fi:s00089443
fi:a00084956	fi:a00089590
fi:s00085139	fi:s00089781
fi:a00085264	fi:a00089919
fi:s00085630	fi:s00090314
fi:s00085870	fi:s00090563
fi:s00086005	fi:s00090713
fi:s00086210	fi:s00090934
fi:s00086341	fi:s00091079
fi:s00086606	fi:s00091400
fi:s00086801	fi:s00091596
fi:s00087022	fi:s00091819
fi:a00087152	fi:a00091949
fi:a00087354	fi:a00092164
fi:s00087597	fi:s00092440
fi:s00087837	fi:s00092628
fi:s00088055	fi:s00092842
fi:s00088157	fi:s00092948
fi:s00088328	fi:s00093113
fi:s00088545	fi:s00093331
fi:a00088658	fi:a00093460
fi:s00088792	fi:s00093607
fi:s00088899	fi:s00093714
fi:a00089051	fi:a00093870
fi:a00089355	fi:a00094296
fi:s00089550	fi:s00094532
fi:s00090219	fi:s00095255
fi:s00090408	fi:s00095412
fi:s00090628	fi:s00095641
fi:a00090718	fi:a00095731
fi:a00090917	fi:a00095930
fi:a00091121	fi:a00096154
fi:a00091311	fi:a00096384
fi:s00091764	fi:s00096865
fi:s00092136	fi:s00097274
fi:s00092275	fi:s00097426
fi:s00092391	fi:s00097543
fi:a00092551	fi:a00097721
fi:a00092691	fi:a00097855
fi:s00092848	fi:s00098013
fi:a00092933	fi:a00098102
fi:s00093108	fi:s00098279
fi:a00093275	fi:a00098452
fi:s00093433	fi:s00098850
fi:s00093556	fi:s00098966
fi:a00093810	fi:a00099327
fi:s00094069	fi:s00099662
fi:s00094239	fi:s00099843
fi:s00094324	fi:s00099938
fi:a00094448	fi:a00100073
fi:s00094799	fi:s00100556
fi:s00094941	fi:s00100709
fi:s00095094	fi:s00100902
fi:a00095280	fi:a00101096
fi:s00095873	fi:s00101692
fi:s00096072	fi:s00101954
fi:s00096239	fi:s00102117
fi:s00096414	fi:s00102273
fi:s00096595	fi:s00102455
fi:s00096815	fi:s00102708
fi:s00096913	fi:s00102827
fi:s00097022	fi:s00102974
fi:s00097147	fi:s00103118
fi:s00097305	fi:s00103276
fi:s00097452	fi:s00103437
fi:s00097577	fi:s00103564
fi:s00097674	fi:s00103663
fi:s00097768	fi:s00103789
fi:s00097906	fi:s00103935
fi:s00098043	fi:s00104072
fi:s00098147	fi:s00104179
fi:s00098307	fi:s00104342
fi:s00098450	fi:s00104494
fi:a00098529	fi:a00104600
fi:a00098736	fi:a00104811
fi:a00098933	fi:a00105014
fi:a00099097	fi:a00105180
fi:a00099290	fi:a00105386
fi:s00099590	fi:s00105715
fi:s00099704	fi:s00105906
fi:a00099874	fi:a00106077
fi:s00100213	fi:s00106436
fi:s00100373	fi:s00106587
fi:s00100506	fi:s00106701
fi:a00100634	fi:a00106837
fi:s00100881	fi:s00107108
fi:s00100989	fi:s00107228
fi:a00101152	fi:a00107375
fi:a00101331	fi:a00107590
fi:a00101452	fi:a00107730
fi:a00101609	fi:a00107899
fi:a00101800	fi:a00108091
fi:s00102079	fi:s00108358
fi:a00102201	fi:a00108481
fi:s00102578	fi:s00109170
fi:s00102786	fi:s00109360
fi:s00102930	fi:s00109506
fi:s00103196	fi:s00109786
fi:s00103302	fi:s00109894
fi:s00103447	fi:s00110045
fi:s00103567	fi:s00110139
fi:a00103696	fi:a00110268
fi:s00103953	fi:s00110721
fi:a00104051	fi:a00110808
fi:s00104318	fi:s00111081
fi:s00104533	fi:s00111273
fi:s00104699	fi:s00111398
fi:s00104825	fi:s00111517
fi:s00104942	fi:s00111623
fi:a00105023	fi:a00111712
fi:s00105197	fi:s00111874
fi:a00105388	fi:a00112091
fi:a00105566	fi:a00112273
fi:a00105746	fi:a00112457
fi:s00106020	fi:s00112714
fi:s00106182	fi:s00112965
fi:s00106277	fi:s00113066
fi:a00106456	fi:a00113215
fi:s00106821	fi:s00113579
fi:s00107017	fi:s00113829
fi:s00107128	fi:s00113938
fi:s00107250	fi:s00114076
fi:s00107384	fi:s00114223
fi:a00107648	fi:a00114479
fi:s00107868	fi:s00114719
fi:a00107984	fi:a00114825
fi:s00108145	fi:s00114970
fi:a00108263	fi:a00115101
fi:a00108434	fi:a00115291
fi:a00108595	fi:a00115477
fi:a00108698	fi:a00115570
fi:a00109016	fi:a00115856
fi:a00109133	fi:a00115978
fi:a00109261	fi:a00116109
fi:a00109382	fi:a00116249
fi:a00109504	fi:a00116390
fi:a00109633	fi:a00116567
fi:a00109782	fi:a00116738
fi:a00109966	fi:a00116956
fi:a00110252	fi:a00117269
fi:a00110497	fi:a00117519
fi:a00110701	fi:a00117733
fi:a00110853	fi:a00117890
fi:a00111129	fi:a00118157
fi:a00111415	fi:a00118432
fi:s00111604	fi:s00118627
fi:a00111856	fi:a00118875
fi:s00112018	fi:s00119040
fi:a00112231	fi:a00119293
fi:a00112628	fi:a00119663
fi:a00113015	fi:a00120022
fi:a00113245	fi:a00120274
fi:a00113476	fi:a00120529
fi:a00113663	fi:a00120718
fi:a00113818	fi:a00120857
fi:s00114266	fi:s00121326
fi:s00114454	fi:s00121544
fi:s00114797	fi:s00121954
fi:s00114921	fi:s00122105
fi:s00115094	fi:s00122293
fi:s00115193	fi:s00122416
fi:s00115494	fi:s00122679
fi:s00115777	fi:s00122985
fi:s00115906	fi:s00123124
fi:s00116058	fi:s00123264
fi:s00116245	fi:s00123435
fi:a00116463	fi:a00123698
fi:a00116529	fi:a00123791
fi:s00116744	fi:s00124122
fi:s00116940	fi:s00124389
fi:a00117106	fi:a00124635
fi:s00117235	fi:s00124874
fi:a00117385	fi:a00125044
fi:s00117654	fi:s00125277
fi:a00117754	fi:a00125377
fi:s00117961	fi:s00125580
fi:a00118066	fi:a00125685
fi:a00118238	fi:a00125891
fi:s00118451	fi:s00126088
fi:a00118567	fi:a00126205
fi:s00118844	fi:s00126563
fi:s00119006	fi:s00126710
fi:s00119279	fi:s00127021
fi:a00119409	fi:a00127161
fi:s00119533	fi:s00127385
fi:s00119750	fi:s00127564
fi:a00119875	fi:a00127702
fi:s00119993	fi:s00127860
fi:a00120132	fi:a00128000
fi:a00120252	fi:a00128176
fi:a00120411	fi:a00128337
fi:a00120574	fi:a00128497
fi:s00120784	fi:s00128736
fi:a00121034	fi:a00128946
fi:s00121183	fi:s00129134
fi:s00121376	fi:s00129349
fi:a00121552	fi:a00129519
fi:a00121649	fi:a00129625
fi:a00121865	fi:a00129819
fi:s00122128	fi:s00130275
fi:s00122245	fi:s00130381
fi:s00122386	fi:s00130516
fi:a00122626	fi:a00130692
fi:s00122844	fi:s00130974
fi:s00123485	fi:s00131463
fi:a00123653	fi:a00131643
fi:a00123804	fi:a00131821
fi:s00123961	fi:s00131988
fi:a00124077	fi:a00132114
fi:s00124353	fi:s00132406
fi:s00124493	fi:s00132551
fi:s00124685	fi:s00132734
fi:a00124918	fi:a00132946
fi:s00125068	fi:s00133118
fi:s00125170	fi:s00133222
fi:a00125319	fi:a00133367
fi:s00125553	fi:s00133647
fi:a00125711	fi:a00133812
fi:s00125993	fi:s00134092
fi:s00126116	fi:s00134226
fi:s00126235	fi:s00134367
fi:s00126339	fi:s00134500
fi:s00126497	fi:s00134612
fi:s00126702	fi:s00134795
fi:s00126830	fi:s00134939
fi:s00127137	fi:s00135127
fi:a00127296	fi:a00135291
fi:s00127543	fi:s00135533
fi:s00127661	fi:s00135681
fi:s00127815	fi:s00135836
fi:s00127948	fi:s00135965
fi:s00128137	fi:s00136153
fi:s00128262	fi:s00136334
fi:a00128467	fi:a00136548
fi:a00128572	fi:a00136722
fi:s00128733	fi:s00136955
fi:a00128882	fi:a00137119
fi:a00129029	fi:a00137296
fi:a00129103	fi:a00137368
fi:a00129276	fi:a00137583
fi:a00129467	fi:a00137838
fi:a00129612	fi:a00138024
fi:a00129729	fi:a00138148
fi:a00129878	fi:a00138309
fi:a00130017	fi:a00138458
fi:a00130151	fi:a00138601
fi:a00130281	fi:a00138734
fi:a00130412	fi:a00138868
fi:s00130518	fi:s00138992
fi:a00130596	fi:a00139121
fi:s00130701	fi:s00139265
fi:a00130778	fi:a00139353
fi:s00131018	fi:s00139668
fi:s00131176	fi:s00139823
fi:s00131297	fi:s00139942
fi:a00131426	fi:a00140076
fi:s00131692	fi:s00140392
fi:s00131863	fi:s00140594
fi:s00132040	fi:s00140815
fi:a00132127	fi:a00140933
fi:a00132385	fi:a00141272
fi:s00132754	fi:s00141673
fi:a00132849	fi:a00141791
fi:a00133065	fi:a00142014
fi:a00133259	fi:a00142206
fi:a00133335	fi:a00142371
fi:a00133417	fi:a00142550
fi:s00133669	fi:s00142886
fi:a00133851	fi:a00143018
fi:a00134060	fi:a00143296
fi:s00134251	fi:s00143499
fi:a00134401	fi:a00143654
fi:s00134562	fi:s00143854
fi:a00134701	fi:a00143999
fi:s00135092	fi:s00144448
fi:s00135193	fi:s00144557
fi:s00135342	fi:s00144716
fi:s00135455	fi:s00144842
fi:a00135718	fi:a00145094
fi:s00136081	fi:s00145489
fi:s00136185	fi:s00145606
fi:a00136354	fi:a00145776
fi:s00136589	fi:s00146020
fi:s00136727	fi:s00146213
fi:s00136884	fi:s00146429
fi:s00137120	fi:s00146622
fi:s00137277	fi:s00146807
fi:s00137373	fi:s00146900
fi:s00137501	fi:s00147023
fi:a00137641	fi:a00147173
fi:a00137725	fi:a00147268
fi:a00137943	fi:a00147602
fi:a00138169	fi:a00147941
fi:s00138314	fi:s00148156
fi:a00138622	fi:a00148411
fi:s00138782	fi:s00148588
fi:a00138912	fi:a00148699
fi:a00139126	fi:a00148980
fi:a00139344	fi:a00149269
fi:s00139492	fi:s00149436
fi:s00139702	fi:s00149723
fi:a00139870	fi:a00149893
fi:s00139990	fi:s00150026
fi:s00140075	fi:s00150156
fi:a00140233	fi:a00150326
fi:a00140437	fi:a00150590
fi:a00140542	fi:a00150728
fi:s00140880	fi:s00151101
fi:s00140989	fi:s00151228
fi:s00141111	fi:s00151356
fi:s00141316	fi:s00151562
fi:s00141429	fi:s00151677
fi:a00141522	fi:a00151770
fi:s00141647	fi:s00151901
fi:s00141746	fi:s00152002
fi:a00141818	fi:a00152076
fi:a00141947	fi:a00152227
fi:a00142040	fi:a00152339
fi:a00142270	fi:a00152682
fi:a00142407	fi:a00152954
fi:s00142622	fi:s00153293
fi:s00142704	fi:s00153366
fi:s00142825	fi:s00153495
fi:a00142917	fi:a00153572
fi:s00143201	fi:s00153961
fi:s00143294	fi:s00154133
fi:s00143376	fi:s00154217
fi:s00143516	fi:s00154303
fi:a00143589	fi:a00154373
fi:s00143854	fi:s00154631
fi:s00144020	fi:s00154738
fi:s00144102	fi:s00154836
fi:s00144244	fi:s00154964
fi:s00144408	fi:s00155113
fi:s00144510	fi:s00155233
fi:s00144598	fi:s00155315
fi:a00144728	fi:a00155450
fi:a00144877	fi:a00155589
fi:s00145083	fi:s00155820
fi:s00145628	fi:s00156312
fi:s00145706	fi:s00156390
fi:s00145805	fi:s00156491
fi:s00145883	fi:s00156570
fi:a00145995	fi:a00156677
fi:s00146128	fi:s00156823
fi:a00146210	fi:a00156893
fi:s00146430	fi:s00157148
fi:s00146501	fi:s00157228
fi:s00146609	fi:s00157343
fi:s00146693	fi:s00157431
fi:a00146786	fi:a00157527
fi:a00146883	fi:a00157644
fi:s00147052	fi:s00157842
fi:s00147160	fi:s00157964
fi:s00147397	fi:s00158169
fi:a00147528	fi:a00158301
fi:s00147659	fi:s00158478
fi:a00147734	fi:a00158552
fi:s00148078	fi:s00159162
fi:s00148642	fi:s00159590
fi:s00148852	fi:s00159766
fi:s00149120	fi:s00160039
fi:s00149262	fi:s00160183
fi:s00149461	fi:s00160438
fi:s00149686	fi:s00160717
fi:a00149861	fi:a00160893
fi:s00150055	fi:s00161341
fi:a00150202	fi:a00161496
fi:s00150505	fi:s00161814
fi:s00150835	fi:s00162087
fi:s00150936	fi:s00162186
fi:a00151105	fi:a00162370
fi:s00151530	fi:s00162816
fi:s00151661	fi:s00162950
fi:s00151855	fi:s00163184
fi:s00152004	fi:s00163301
fi:s00152104	fi:s00163403
fi:s00152285	fi:s00163576
fi:s00152629	fi:s00163910
fi:s00152784	fi:s00164059
fi:a00152896	fi:a00164198
fi:s00153083	fi:s00164406
fi:a00153239	fi:a00164564
fi:a00153410	fi:a00164750
fi:s00153545	fi:s00164880
fi:a00153652	fi:a00164991
fi:s00153789	fi:s00165139
fi:a00153898	fi:a00165247
fi:s00154163	fi:s00165699
fi:s00154270	fi:s00165846
fi:s00154583	fi:s00166169
fi:s00154837	fi:s00166413
fi:a00154965	fi:a00166565
fi:s00155144	fi:s00166887
fi:s00155720	fi:s00167394
fi:s00155886	fi:s00167568
fi:a00156101	fi:a00167767
fi:s00156440	fi:s00168118
fi:s00156575	fi:s00168273
fi:a00156839	fi:a00168555
fi:s00157080	fi:s00168812
fi:s00157268	fi:s00169008
fi:a00157389	fi:a00169133
fi:s00157659	fi:s00169401
fi:a00157849	fi:a00169539
fi:a00157925	fi:a00169638
fi:s00158110	fi:s00169843
fi:s00158238	fi:s00169959
fi:s00158332	fi:s00170053
fi:a00158407	fi:a00170143
fi:s00158546	fi:s00170296
fi:a00158701	fi:a00170437
fi:s00158864	fi:s00170669
fi:s00158961	fi:s00170765
fi:s00159106	fi:s00170920
fi:s00159267	fi:s00171075
fi:a00159381	fi:a00171191
fi:a00159498	fi:a00171344
fi:a00159735	fi:a00171570
fi:a00159975	fi:a00171800
fi:a00160144	fi:a00171982
fi:s00160288	fi:s00172125
fi:a00160425	fi:a00172308
fi:a00160573	fi:a00172493
fi:s00160768	fi:s00172707
fi:s00160957	fi:s00172914
fi:a00161065	fi:a00173027
fi:s00161170	fi:s00173200
fi:a00161276	fi:a00173337
